Tarih,KuponID,Tur,ToplamOran,BirlesikP,Edge,Mac1Ev,Mac1Dep,Mac1Tahmin,Mac1Oran,Mac1Sonuc,Mac2Ev,Mac2Dep,Mac2Tahmin,Mac2Oran,Mac2Sonuc,Mac3Ev,Mac3Dep,Mac3Tahmin,Mac3Oran,Mac3Sonuc,KuponSonuc,KazanılanKat,KuponTelegramBildirildi
12.03.2026 04:11,12032026_2li_1,2li,15.26,0.1257,0.9184,Burnley,Bournemouth,Ev Sahibi Kazanır,4.30,ber,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,,,,,,kaybetti,0,1
12.03.2026 04:11,12032026_2li_2,2li,18.32,0.1022,0.8726,Burnley,Bournemouth,Ev Sahibi Kazanır,4.30,ber,Borussia Monchengladbach,FC St. Pauli,Deplasman Kazanır,4.26,,,,,,,bekliyor,,1
12.03.2026 04:11,12032026_2li_3,2li,15.12,0.1228,0.8577,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Borussia Monchengladbach,FC St. Pauli,Deplasman Kazanır,4.26,,,,,,,bekliyor,,1
12.03.2026 04:11,12032026_3lu_1,3lu,43.81,0.0573,1.5084,Burnley,Bournemouth,Ev Sahibi Kazanır,4.30,ber,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Nacional,Estoril,Deplasman Kazanır,2.87,dep,kaybetti,0,1
12.03.2026 04:11,12032026_3lu_2,3lu,48.85,0.0508,1.4838,Burnley,Bournemouth,Ev Sahibi Kazanır,4.30,ber,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Lille,Aston Villa,Ev Sahibi Kazanır,3.20,,bekliyor,,1
12.03.2026 05:45,12032026_2li_1,2li,18.32,0.1000,0.8321,Burnley,Bournemouth,Ev Sahibi Kazanır,4.30,ber,Borussia Monchengladbach,FC St. Pauli,Deplasman Kazanır,4.26,,,,,,,bekliyor,,1
12.03.2026 05:45,12032026_2li_2,2li,18.06,0.1007,0.8194,Burnley,Bournemouth,Ev Sahibi Kazanır,4.30,ber,Chelsea,Newcastle United,Deplasman Kazanır,4.20,dep,,,,,,kaybetti,0,1
12.03.2026 05:45,12032026_2li_3,2li,17.89,0.1010,0.8076,Borussia Monchengladbach,FC St. Pauli,Deplasman Kazanır,4.26,,Chelsea,Newcastle United,Deplasman Kazanır,4.20,,,,,,,bekliyor,,1
12.03.2026 05:45,12032026_3lu_1,3lu,49.82,0.0475,1.3684,Burnley,Bournemouth,Ev Sahibi Kazanır,4.30,ber,Angers,Nice,Ev Sahibi Kazanır,3.31,dep,Sunderland,Brighton and Hove Albion,Ev Sahibi Kazanır,3.50,,bekliyor,,1
12.03.2026 05:45,12032026_3lu_2,3lu,49.35,0.0477,1.3531,Borussia Monchengladbach,FC St. Pauli,Deplasman Kazanır,4.26,,Angers,Nice,Ev Sahibi Kazanır,3.31,,Sunderland,Brighton and Hove Albion,Ev Sahibi Kazanır,3.50,,bekliyor,,1
12.03.2026 05:57,12032026_2li_1,2li,8.95,0.1935,0.7307,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kaybetti,0,1
12.03.2026 05:57,12032026_2li_2,2li,7.88,0.2142,0.6878,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
12.03.2026 05:57,12032026_2li_3,2li,8.06,0.2102,0.6935,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.27,ev,,,,,,kaybetti,0,1
12.03.2026 05:57,12032026_3lu_1,3lu,19.86,0.1065,1.1147,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
12.03.2026 05:57,12032026_3lu_2,3lu,17.89,0.1157,1.0693,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.27,ev,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
12.03.2026 06:15,12032026_2li_1,2li,8.95,0.1939,0.7343,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kaybetti,0,1
12.03.2026 06:15,12032026_2li_2,2li,8.06,0.2114,0.7039,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.27,ev,,,,,,kaybetti,0,1
12.03.2026 06:15,12032026_2li_3,2li,7.88,0.2146,0.6913,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
12.03.2026 06:15,12032026_3lu_1,3lu,19.86,0.1067,1.1191,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
12.03.2026 06:15,12032026_3lu_2,3lu,17.89,0.1164,1.0820,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.27,ev,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
12.03.2026 06:21,12032026_2li_1,2li,7.88,0.2120,0.6704,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
12.03.2026 06:21,12032026_2li_2,2li,8.06,0.2080,0.6761,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.27,ev,,,,,,kaybetti,0,1
12.03.2026 06:21,12032026_2li_3,2li,8.95,0.1899,0.6988,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kaybetti,0,1
12.03.2026 06:21,12032026_3lu_1,3lu,19.86,0.1045,1.0757,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
12.03.2026 06:21,12032026_3lu_2,3lu,17.89,0.1145,1.0480,Nottingham Forest,Fulham,Deplasman Kazanır,3.55,ber,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.27,ev,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
14.03.2026 01:37,14032026_2li_1,2li,6.51,0.2457,0.5995,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,,,,,,kazandi,6.51,1
14.03.2026 01:37,14032026_2li_2,2li,6.39,0.2483,0.5875,Nacional,Estoril,Deplasman Kazanır,2.88,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 01:37,14032026_2li_3,2li,9.22,0.1822,0.6790,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Angers,Nice,Ev Sahibi Kazanır,3.20,dep,,,,,,kaybetti,0,1
14.03.2026 01:37,14032026_3lu_1,3lu,19.44,0.1033,1.0069,Santos,Internacional,Deplasman Kazanır,3.44,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.50,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kazandi,19.44,1
14.03.2026 01:37,14032026_3lu_2,3lu,16.27,0.1212,0.9714,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.50,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kazandi,16.27,1
14.03.2026 15:17,14032026_2li_1,2li,7.66,0.2123,0.6259,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 15:17,14032026_2li_2,2li,8.69,0.1902,0.6532,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kazandi,8.69,1
14.03.2026 15:17,14032026_2li_3,2li,5.02,0.2973,0.4915,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,,,,,,kaybetti,0,1
14.03.2026 15:17,14032026_3lu_1,3lu,19.30,0.1047,1.0200,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
14.03.2026 15:17,14032026_3lu_2,3lu,19.65,0.1027,1.0179,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kazandi,19.65,1
14.03.2026 15:24,14032026_2li_1,2li,8.69,0.1918,0.6672,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kazandi,8.69,1
14.03.2026 15:24,14032026_2li_2,2li,7.80,0.2083,0.6242,Santos,Internacional,Deplasman Kazanır,3.45,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,,,,,,kazandi,7.80,1
14.03.2026 15:24,14032026_2li_3,2li,7.26,0.2208,0.6022,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kazandi,7.26,1
14.03.2026 15:24,14032026_3lu_1,3lu,19.65,0.1036,1.0351,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kazandi,19.65,1
14.03.2026 15:24,14032026_3lu_2,3lu,19.30,0.1046,1.0198,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
14.03.2026 15:44,14032026_2li_1,2li,7.26,0.2262,0.6419,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kazandi,7.26,1
14.03.2026 15:44,14032026_2li_2,2li,6.51,0.2457,0.5995,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,,,,,,kazandi,6.51,1
14.03.2026 15:44,14032026_2li_3,2li,8.69,0.1928,0.6763,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kazandi,8.69,1
14.03.2026 15:44,14032026_3lu_1,3lu,19.65,0.1041,1.0462,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kazandi,19.65,1
14.03.2026 15:44,14032026_3lu_2,3lu,17.71,0.1143,1.0235,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,Hamburger SV,1. FC Köln,Ev Sahibi Kazanır,2.44,ber,kaybetti,0,1
14.03.2026 16:17,14032026_2li_1,2li,7.26,0.2262,0.6419,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kazandi,7.26,1
14.03.2026 16:17,14032026_2li_2,2li,6.39,0.2504,0.6012,Nacional,Estoril,Deplasman Kazanır,2.88,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 16:17,14032026_2li_3,2li,6.51,0.2457,0.5995,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,,,,,,kazandi,6.51,1
14.03.2026 16:17,14032026_3lu_1,3lu,19.30,0.1061,1.0483,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
14.03.2026 16:17,14032026_3lu_2,3lu,19.65,0.1041,1.0462,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kazandi,19.65,1
14.03.2026 16:36,14032026_2li_1,2li,6.39,0.2504,0.6012,Nacional,Estoril,Deplasman Kazanır,2.88,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 16:36,14032026_2li_2,2li,6.51,0.2457,0.5995,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,,,,,,kazandi,6.51,1
14.03.2026 16:36,14032026_2li_3,2li,7.26,0.2243,0.6280,Nacional,Estoril,Deplasman Kazanır,2.88,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,,,,,,kazandi,7.26,1
14.03.2026 16:36,14032026_3lu_1,3lu,19.30,0.1052,1.0310,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,kaybetti,0,1
14.03.2026 16:36,14032026_3lu_2,3lu,19.65,0.1033,1.0289,Santos,Internacional,Deplasman Kazanır,3.45,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kazandi,19.65,1
14.03.2026 16:37,14032026_2li_1,2li,7.66,0.2353,0.8020,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 16:37,14032026_2li_2,2li,9.94,0.1838,0.8266,Santos,Internacional,Deplasman Kazanır,3.45,dep,Nacional,Estoril,Deplasman Kazanır,2.88,dep,,,,,,kazandi,9.94,1
14.03.2026 16:37,14032026_2li_3,2li,8.33,0.2132,0.7751,Sunderland,Brighton and Hove Albion,Ev Sahibi Kazanır,3.75,,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,,,,,,,bekliyor,,1
14.03.2026 16:37,14032026_3lu_1,3lu,17.31,0.1281,1.2167,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kaybetti,0,1
14.03.2026 16:37,14032026_3lu_2,3lu,19.30,0.1151,1.2224,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,kaybetti,0,1
14.03.2026 16:51,14032026_2li_1,2li,7.66,0.2325,0.7811,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 16:51,14032026_2li_2,2li,8.33,0.2132,0.7751,Sunderland,Brighton and Hove Albion,Ev Sahibi Kazanır,3.75,,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,,,,,,,bekliyor,,1
14.03.2026 16:51,14032026_2li_3,2li,7.77,0.2233,0.7350,Angers,Nice,Ev Sahibi Kazanır,3.50,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 16:51,14032026_3lu_1,3lu,17.31,0.1266,1.1909,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kaybetti,0,1
14.03.2026 16:51,14032026_3lu_2,3lu,19.30,0.1138,1.1966,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,kaybetti,0,1
14.03.2026 17:04,14032026_2li_1,2li,7.66,0.2310,0.7695,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 17:04,14032026_2li_2,2li,9.94,0.1838,0.8266,Santos,Internacional,Deplasman Kazanır,3.45,dep,Nacional,Estoril,Deplasman Kazanır,2.88,dep,,,,,,kazandi,9.94,1
14.03.2026 17:04,14032026_2li_3,2li,8.33,0.2102,0.7502,Sunderland,Brighton and Hove Albion,Ev Sahibi Kazanır,3.75,,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,,,,,,,bekliyor,,1
14.03.2026 17:04,14032026_3lu_1,3lu,17.31,0.1258,1.1767,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kaybetti,0,1
14.03.2026 17:04,14032026_3lu_2,3lu,19.30,0.1131,1.1823,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,kaybetti,0,1
14.03.2026 17:07,14032026_2li_1,2li,7.66,0.2310,0.7695,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 17:07,14032026_2li_2,2li,9.94,0.1838,0.8266,Santos,Internacional,Deplasman Kazanır,3.45,dep,Nacional,Estoril,Deplasman Kazanır,2.88,dep,,,,,,kazandi,9.94,1
14.03.2026 17:07,14032026_2li_3,2li,8.33,0.2102,0.7502,Sunderland,Brighton and Hove Albion,Ev Sahibi Kazanır,3.75,,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,,,,,,,bekliyor,,1
14.03.2026 17:07,14032026_3lu_1,3lu,17.31,0.1258,1.1767,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kaybetti,0,1
14.03.2026 17:07,14032026_3lu_2,3lu,19.30,0.1131,1.1823,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,kaybetti,0,1
14.03.2026 17:18,14032026_2li_1,2li,7.66,0.2283,0.7489,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 17:18,14032026_2li_2,2li,8.33,0.2094,0.7431,Sunderland,Brighton and Hove Albion,Ev Sahibi Kazanır,3.75,,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,,,,,,,bekliyor,,1
14.03.2026 17:18,14032026_2li_3,2li,7.77,0.2193,0.7037,Angers,Nice,Ev Sahibi Kazanır,3.50,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,,,,,,kaybetti,0,1
14.03.2026 17:18,14032026_3lu_1,3lu,17.31,0.1243,1.1514,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,ev,kaybetti,0,1
14.03.2026 17:18,14032026_3lu_2,3lu,19.30,0.1118,1.1569,Santos,Internacional,Deplasman Kazanır,3.45,dep,SC Freiburg,Union Berlin,Ev Sahibi Kazanır,2.22,dep,Hellas Verona,Genoa,Deplasman Kazanır,2.52,dep,kaybetti,0,1
14.03.2026 18:30,14032026_2li_1,2li,9.22,0.1958,0.8047,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Nacional,Estoril,Deplasman Kazanır,2.88,,,,,,,bekliyor,,1
14.03.2026 18:30,14032026_2li_2,2li,8.58,0.2074,0.7786,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Oviedo,Valencia,Deplasman Kazanır,2.68,,,,,,,bekliyor,,1
14.03.2026 18:30,14032026_2li_3,2li,8.06,0.2165,0.7456,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Hellas Verona,Genoa,Deplasman Kazanır,2.52,,,,,,,bekliyor,,1
14.03.2026 18:30,14032026_3lu_1,3lu,19.68,0.1116,1.1961,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Hellas Verona,Genoa,Deplasman Kazanır,2.52,,Hamburger SV,1. FC Köln,Ev Sahibi Kazanır,2.44,,bekliyor,,1
14.03.2026 18:30,14032026_3lu_2,3lu,19.38,0.1113,1.1578,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Oviedo,Valencia,Deplasman Kazanır,2.68,,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,,bekliyor,,1
14.03.2026 18:44,14032026_2li_1,2li,9.22,0.1958,0.8047,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Nacional,Estoril,Deplasman Kazanır,2.88,,,,,,,bekliyor,,1
14.03.2026 18:44,14032026_2li_2,2li,8.58,0.2074,0.7786,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Oviedo,Valencia,Deplasman Kazanır,2.68,,,,,,,bekliyor,,1
14.03.2026 18:44,14032026_2li_3,2li,8.06,0.2165,0.7456,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Hellas Verona,Genoa,Deplasman Kazanır,2.52,,,,,,,bekliyor,,1
14.03.2026 18:44,14032026_3lu_1,3lu,19.68,0.1116,1.1961,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Hellas Verona,Genoa,Deplasman Kazanır,2.52,,Hamburger SV,1. FC Köln,Ev Sahibi Kazanır,2.44,,bekliyor,,1
14.03.2026 18:44,14032026_3lu_2,3lu,19.38,0.1113,1.1578,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Oviedo,Valencia,Deplasman Kazanır,2.68,,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,,bekliyor,,1
14.03.2026 18:46,14032026_2li_1,2li,9.22,0.1958,0.8047,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Nacional,Estoril,Deplasman Kazanır,2.88,,,,,,,bekliyor,,1
14.03.2026 18:46,14032026_2li_2,2li,8.58,0.2074,0.7786,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Oviedo,Valencia,Deplasman Kazanır,2.68,,,,,,,bekliyor,,1
14.03.2026 18:46,14032026_2li_3,2li,8.06,0.2165,0.7456,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Hellas Verona,Genoa,Deplasman Kazanır,2.52,,,,,,,bekliyor,,1
14.03.2026 18:46,14032026_3lu_1,3lu,19.68,0.1116,1.1961,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Hellas Verona,Genoa,Deplasman Kazanır,2.52,,Hamburger SV,1. FC Köln,Ev Sahibi Kazanır,2.44,,bekliyor,,1
14.03.2026 18:46,14032026_3lu_2,3lu,19.38,0.1113,1.1578,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Oviedo,Valencia,Deplasman Kazanır,2.68,,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,,bekliyor,,1
14.03.2026 18:48,14032026_2li_1,2li,9.22,0.1958,0.8047,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Nacional,Estoril,Deplasman Kazanır,2.88,,,,,,,bekliyor,,1
14.03.2026 18:48,14032026_2li_2,2li,8.58,0.2074,0.7786,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Oviedo,Valencia,Deplasman Kazanır,2.68,,,,,,,bekliyor,,1
14.03.2026 18:48,14032026_2li_3,2li,8.06,0.2165,0.7456,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Hellas Verona,Genoa,Deplasman Kazanır,2.52,,,,,,,bekliyor,,1
14.03.2026 18:48,14032026_3lu_1,3lu,19.68,0.1116,1.1961,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Hellas Verona,Genoa,Deplasman Kazanır,2.52,,Hamburger SV,1. FC Köln,Ev Sahibi Kazanır,2.44,,bekliyor,,1
14.03.2026 18:48,14032026_3lu_2,3lu,19.38,0.1113,1.1578,Chelsea,Paris Saint Germain,Deplasman Kazanır,3.20,,Oviedo,Valencia,Deplasman Kazanır,2.68,,Go Ahead Eagles,NAC Breda,Ev Sahibi Kazanır,2.26,,bekliyor,,1
17.03.2026 03:50,17032026_2li_1,2li,8.78,0.2183,0.9157,Tottenham Hotspur,Atlético Madrid,Deplasman Kazanır,2.62,,Bournemouth,Manchester United,Ev Sahibi Kazanır,3.35,,,,,,,bekliyor,,1
17.03.2026 03:50,17032026_2li_2,2li,9.77,0.1973,0.9284,Tottenham Hotspur,Atlético Madrid,Deplasman Kazanır,2.62,,RB Leipzig,TSG Hoffenheim,Deplasman Kazanır,3.73,,,,,,,bekliyor,,1
17.03.2026 03:50,17032026_2li_3,2li,9.69,0.1974,0.9139,Tottenham Hotspur,Atlético Madrid,Deplasman Kazanır,2.62,,Bologna,Lazio,Deplasman Kazanır,3.70,,,,,,,bekliyor,,1
17.03.2026 03:50,17032026_3lu_1,3lu,19.75,0.1191,1.3512,Tottenham Hotspur,Atlético Madrid,Deplasman Kazanır,2.62,,Bournemouth,Manchester United,Ev Sahibi Kazanır,3.35,,FC Zwolle,NAC Breda,Ev Sahibi Kazanır,2.25,,bekliyor,,1
17.03.2026 03:50,17032026_3lu_2,3lu,14.13,0.1580,1.2320,Tottenham Hotspur,Atlético Madrid,Deplasman Kazanır,2.62,,Bournemouth,Manchester United,Ev Sahibi Kazanır,3.35,,1. FC Heidenheim,Bayer Leverkusen,Deplasman Kazanır,1.61,,bekliyor,,1
17.03.2026 04:13,17032026_2li_1,2li,8.78,0.2183,0.9157,Tottenham Hotspur,Atlético Madrid,Deplasman Kazanır,2.62,,Bournemouth,Manchester United,Ev Sahibi Kazanır,3.35,,,,,,,bekliyor,,1
17.03.2026 04:13,17032026_2li_2,2li,9.77,0.1973,0.9284,Tottenham Hotspur,Atlético Madrid,Deplasman Kazanır,2.62,,RB Leipzig,TSG Hoffenheim,Deplasman Kazanır,3.73,,,,,,,bekliyor,,1
17.03.2026 04:13,17032026_2li_3,2li,9.69,0.1974,0.9139,Tottenham Hotspur,Atlético Madrid,Deplasman Kazanır,2.62,,Bologna,Lazio,Deplasman Kazanır,3.70,,,,,,,bekliyor,,1
